,family,age,speaker,perplexity,entropy,corpus
0,Providence_Alex,16.9,Adult,6.730716916577566,1.9066816634776367,Providence
1,Providence_Alex,16.9,Target_Child,33.433631625614765,3.509562328262415,Providence
2,Providence_Alex,17.4,Adult,7.612875449909695,2.0298409520049967,Providence
3,Providence_Alex,17.4,Target_Child,35.233797398356124,3.562005775314043,Providence
4,Providence_Alex,17.866666666666667,Adult,7.970199977094671,2.0757095837162867,Providence
5,Providence_Alex,17.866666666666667,Target_Child,37.26970921166789,3.618180911251658,Providence
6,Providence_Alex,18.466666666666665,Adult,6.191106723981612,1.8231138629576633,Providence
7,Providence_Alex,18.466666666666665,Target_Child,38.06104445438095,3.6391913038031083,Providence
8,Providence_Alex,19.233333333333334,Adult,7.593535139448052,2.027297245746856,Providence
9,Providence_Alex,19.233333333333334,Target_Child,24.982381729912767,3.21817084562523,Providence
10,Providence_Alex,19.866666666666667,Adult,6.794931175697535,1.9161769188833107,Providence
11,Providence_Alex,19.866666666666667,Target_Child,37.98854521423633,3.637284672553072,Providence
12,Providence_Alex,20.366666666666667,Adult,6.914965164163828,1.933687927383689,Providence
13,Providence_Alex,20.366666666666667,Target_Child,36.63435819796065,3.600986548636597,Providence
14,Providence_Alex,20.833333333333332,Adult,7.090031232221256,1.9586897456431145,Providence
15,Providence_Alex,20.833333333333332,Target_Child,44.871073028331615,3.8037933338613383,Providence
16,Providence_Alex,21.266666666666666,Adult,7.526487958125831,2.0184285263870057,Providence
17,Providence_Alex,21.266666666666666,Target_Child,36.344050176931496,3.593030509067295,Providence
18,Providence_Alex,21.733333333333334,Adult,7.279210008572836,1.9850223410144536,Providence
19,Providence_Alex,21.733333333333334,Target_Child,26.46829804683266,3.275947716734465,Providence
20,Providence_Alex,22.2,Adult,7.967867075690757,2.0754168378754203,Providence
21,Providence_Alex,22.2,Target_Child,32.643014179573804,3.4856308720201823,Providence
22,Providence_Alex,22.8,Adult,8.218143083696123,2.1063442813215882,Providence
23,Providence_Alex,22.8,Target_Child,30.170063902797523,3.406850171259463,Providence
24,Providence_Alex,23.1,Adult,8.178947940452625,2.101563528706614,Providence
25,Providence_Alex,23.1,Target_Child,39.66561364826132,3.6804846574085626,Providence
26,Providence_Alex,23.566666666666666,Adult,8.6749519019551,2.160439781374336,Providence
27,Providence_Alex,23.566666666666666,Target_Child,32.91350039516126,3.4938829199597694,Providence
28,Providence_Alex,23.9,Adult,6.88928554743019,1.929967385516911,Providence
29,Providence_Alex,23.9,Target_Child,50.83049177489329,3.9284964063066248,Providence
30,Providence_Alex,24.4,Adult,7.327500753839404,1.9916344964810224,Providence
31,Providence_Alex,24.4,Target_Child,35.96290515720715,3.582487994916593,Providence
32,Providence_Alex,25.066666666666666,Adult,7.04074628768742,1.9517141713254114,Providence
33,Providence_Alex,25.066666666666666,Target_Child,21.894686567081948,3.0862439848771794,Providence
34,Providence_Alex,25.566666666666666,Adult,6.248272213227841,1.8323049796465578,Providence
35,Providence_Alex,25.566666666666666,Target_Child,27.367153828530014,3.309343528917947,Providence
36,Providence_Alex,26.0,Adult,6.844654326658415,1.9234679573422893,Providence
37,Providence_Alex,26.0,Target_Child,16.200680102160387,2.7850532229719738,Providence
38,Providence_Alex,26.566666666666666,Adult,6.59863262695827,1.886862449834513,Providence
39,Providence_Alex,26.566666666666666,Target_Child,27.91369545877154,3.329117445045264,Providence
40,Providence_Alex,27.0,Adult,6.799835695316942,1.9168984494367534,Providence
41,Providence_Alex,27.0,Target_Child,19.48081575650754,2.969430173955018,Providence
42,Providence_Alex,27.466666666666665,Adult,6.759459147462351,1.9109428790822387,Providence
43,Providence_Alex,27.466666666666665,Target_Child,33.641136496175676,3.515749618605888,Providence
44,Providence_Alex,27.866666666666667,Adult,6.756115143061723,1.910448041882282,Providence
45,Providence_Alex,27.866666666666667,Target_Child,34.878459239335804,3.5518694248809353,Providence
46,Providence_Alex,28.366666666666667,Adult,6.86325040896431,1.926181150069017,Providence
47,Providence_Alex,28.366666666666667,Target_Child,21.804141836578367,3.0820999442523482,Providence
48,Providence_Alex,28.833333333333332,Adult,6.607642515919417,1.888226936074815,Providence
49,Providence_Alex,28.833333333333332,Target_Child,26.215300430186986,3.2663432261986522,Providence
50,Providence_Alex,29.3,Adult,6.86405938203339,1.9262990133768803,Providence
51,Providence_Alex,29.3,Target_Child,28.772808745355377,3.3594308003739815,Providence
52,Providence_Alex,29.766666666666666,Adult,7.101584104359355,1.960317872451251,Providence
53,Providence_Alex,29.766666666666666,Target_Child,31.377012749955536,3.4460755467873403,Providence
54,Providence_Alex,30.2,Adult,7.067039024516992,1.9554415837703056,Providence
55,Providence_Alex,30.2,Target_Child,26.675977854687105,3.2837634546110372,Providence
56,Providence_Alex,30.666666666666668,Adult,7.718453931488507,2.0436140760384793,Providence
57,Providence_Alex,30.666666666666668,Target_Child,21.3854162172997,3.0627092045383213,Providence
58,Providence_Alex,31.166666666666668,Adult,6.46653463509042,1.866640359938679,Providence
59,Providence_Alex,31.166666666666668,Target_Child,38.27473858279664,3.6447901115477683,Providence
60,Providence_Alex,31.8,Adult,7.444307193548309,2.007449605197248,Providence
61,Providence_Alex,31.8,Target_Child,34.557882451714846,3.542635670406901,Providence
62,Providence_Alex,32.333333333333336,Adult,7.114180102810501,1.9620899898786301,Providence
63,Providence_Alex,32.333333333333336,Target_Child,23.424329770775852,3.1537752160086896,Providence
64,Providence_Alex,32.53333333333333,Adult,7.030288342816758,1.9502277210293415,Providence
